album_id,wikipedia_album_name,spotify_album_name,track_id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,7E0WMGe1LToCuAsWRn58pn,Gonna Be Another Hot Day,0.364,0.0888,0,-19.497,1,0.0466,0.939,0.000482,0.119,0.114,124.85,223480,4
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,6GmAdyCJpdzGJmeNZqCYVU,Lizzie's Comin' Home,0.583,0.446,7,-11.141,1,0.238,0.734,0,0.0905,0.695,138.154,207467,4
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,2rb2X9z01AcfQN3bv6KPAr,"Love, Don't Turn Away",0.412,0.0614,1,-17.544,1,0.0598,0.939,0,0.354,0.197,140.74,200640,5
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,5EgS6YYUP36oa2vkz05Rpc,Poker Polka,0.798,0.414,10,-12.482,1,0.512,0.864,0,0.166,0.601,106.992,152627,4
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,13vXMaWwaWK5uXrsRCg27l,The Hungry Men,0.532,0.237,2,-12.482,1,0.0458,0.883,0,0.225,0.513,85.455,134360,4
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,7jaUGvUKczNAgUmK3FfSAt,The Rain Song,0.582,0.46,8,-8.971,0,0.158,0.827,0,0.417,0.651,132.229,267627,4
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,1u2tKlBOoxXMZ9dzxSHbTm,You're Not Fooling Me,0.557,0.25,0,-12.567,1,0.278,0.888,0,0.088,0.353,81.484,259693,4
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,5chfZ2senkQptDL3cuY17e,Cinderella,0.415,0.0544,3,-18.099,1,0.211,0.969,0.00665,0.208,0.413,186.662,29813,4
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,05XJsbOCvjPadtJEDFP6CW,Raunchy,0.547,0.42,9,-7.782,1,0.155,0.8,0,0.116,0.393,116.909,230227,3
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,3JPKW5s3CDnhgvaNXvu9MW,A Man and a Woman,0.394,0.142,10,-13.82,1,0.0599,0.947,1.44e-06,0.143,0.243,89.283,239267,4
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,66iRuOS3pJgAKyaeaJMwUB,"""She Walked Out On Me...""",0.747,0.2,10,-14.708,0,0.719,0.809,0,0.0965,0.282,109.665,104640,3
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,3Ywzh2dE8KpVgfVpVRh4jd,Old Maid,0.554,0.269,11,-9.893,0,0.0655,0.968,6.14e-05,0.104,0.394,131.076,206947,4
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,3wdgrvuEnK2RDril7jEyKc,Evenin' Star,0.227,0.16,0,-14.03,0,0.0343,0.909,3.17e-05,0.16,0.297,170.562,130867,4
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,7jHy6GLMbNsWhEdWGF7xNw,Everything Beautiful,0.301,0.254,0,-12.646,1,0.0494,0.914,1.28e-05,0.0868,0.259,174.243,135427,3
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,1i6UDt6HOBdByfdbuUaK6B,"""Stay and Talk...""",0.695,0.258,1,-16.464,1,0.915,0.844,0,0.436,0.375,79.39,119720,5
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,5pZPsxJXKRdOuvjJfdvLmn,Melisande,0.547,0.308,9,-11.28,1,0.1,0.85,0,0.0957,0.336,143.71,214453,4
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,7femEHCZYw27LLuO1rsOyn,Simple Little Things,0.368,0.0459,7,-14.722,1,0.0424,0.927,0,0.112,0.148,94.562,204760,3
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,2fXeaJ5QEnZ3jgMXXkVkJj,Little Red Hat,0.632,0.349,7,-11.125,1,0.289,0.819,0,0.0742,0.479,104.329,197120,4
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,0m0HlJfRh9COnwRU2HSJ9t,Is It Really Me?,0.312,0.112,0,-14.356,1,0.044,0.918,8.96e-06,0.203,0.0551,95.899,203827,3
6wYIE8H9105v3TfshONSv0,110 in the Shade,110 in the Shade: The 2007 Broadway Revival,6Ln559zXweDldeSdxguWfW,Wonderful Music,0.476,0.326,1,-12.303,1,0.332,0.825,0,0.147,0.546,79.757,201000,4
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),1OhYw3pssATuoHoOwXWBon,Overture,0.236,0.452,1,-7.404,1,0.0313,0.606,0.853,0.297,0.276,109.777,200707,3
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),2qcS0HvamfVsF04lUqqy8H,Gonna Be Another Hot Day,0.391,0.245,2,-11.093,1,0.0369,0.938,0,0.374,0.209,114.388,245840,4
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),4JO9dXROefow1qdLsaCZAD,Lizzie's Comin' Home,0.564,0.514,4,-7.842,1,0.136,0.801,0,0.689,0.913,91.717,134600,3
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),472qGIuipsNGyNSyeUhTyq,"Love, Don't Turn Away",0.467,0.239,3,-12.465,1,0.0372,0.946,0,0.0804,0.296,77.807,120307,4
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),74eMDMc9rcueqpqZ6pVsfr,Poker Polka,0.588,0.583,0,-8.052,0,0.179,0.878,0,0.141,0.964,202.543,123733,4
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),65ek68MLbsogUvHD44kdSz,Hungry Men,0.542,0.264,4,-11.518,1,0.0683,0.962,0,0.117,0.423,133.212,144960,4
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),4KSpIKYIVqxpBWQSuu63Zp,Rain Song,0.579,0.525,8,-8.197,1,0.124,0.849,2.13e-05,0.87,0.728,127.171,233600,4
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),4dLBjPdotcJQizccBvAlvU,You're Not Foolin' Me,0.563,0.272,0,-11.665,1,0.229,0.895,0,0.222,0.328,93.786,237107,5
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),5HoYMLrshFitTK3bqqfAQw,Raunchy,0.632,0.303,0,-12.349,1,0.489,0.862,0,0.366,0.42,126.035,167600,4
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),125z7BVieGC2e4lYWe1GYg,A Man and a Woman,0.364,0.23,9,-13.303,0,0.0552,0.978,1.1e-06,0.458,0.269,86.074,215240,3
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),4clA0QhXTlhzaGTcyi4K51,Old Maid,0.468,0.205,4,-12.897,1,0.0723,0.956,0,0.572,0.305,107.316,198267,4
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),7KxpBLrlk2oKS3gpr3EtTF,Everything Beautiful Happens at Night,0.308,0.255,7,-17.203,0,0.04,0.977,0,0.0753,0.284,140.007,116573,3
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),6PjR2gO3YI5wZAXbJT7AHs,Melisande,0.47,0.286,8,-14.022,1,0.118,0.862,1.28e-05,0.296,0.273,79.254,266800,4
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),0psmgmqrRICQCHdjInOsRA,Simple Little Things,0.334,0.0723,2,-19.961,1,0.0412,0.981,6.64e-06,0.0745,0.116,87.327,210000,4
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),1FY3YUpkUzq0gOSxzNXBVy,Little Red Hat,0.712,0.404,0,-14.249,1,0.0694,0.79,0,0.304,0.841,103.277,144467,4
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),6ExM9S5rVY3ZzkjDoOtTkZ,Is It Really Me?,0.279,0.119,2,-18.475,1,0.0369,0.985,0,0.187,0.0969,86.203,123973,4
5levmM92jKMcRWqfUEAQAZ,110 in the Shade,110 in the Shade (Original Broadway Cast Recording),3lXLqgPgTTtBe57KOJy0qG,Wonderful Music / Rain Song Finale,0.383,0.321,1,-14.154,1,0.0995,0.744,0.000549,0.592,0.582,88.979,201800,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),0dYnsDR5vqu25Oa0tSnCWW,Sinner,0.544,0.942,4,-3.199,1,0.0912,0.00018,1.68e-06,0.0587,0.465,120.972,147520,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),1cqWEQ6TRfYr3SBNh7Ni2w,Bodies,0.613,0.919,4,-4.314,0,0.081,0.00212,0.000584,0.104,0.584,130.937,202467,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),21KGtGtdITuL26wrdJenyT,Tear Away,0.587,0.654,0,-5.198,1,0.0464,0.000335,0.00117,0.0828,0.409,132.963,253720,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),7HgEpmIQBVbNFS3tG8zex6,All Over Me,0.578,0.944,4,-4.179,0,0.102,2.93e-05,0.00165,0.161,0.347,120.89,192600,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),2LCQJi4afwhlHiePZPC2kd,Reminded,0.598,0.927,8,-4.557,1,0.0448,0.000215,0.000333,0.203,0.58,112.904,204093,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),6Jf89Idhs3HQvUiwA7wG9j,Pity,0.579,0.963,7,-4.169,1,0.0694,5.6e-05,0.008,0.106,0.416,111.965,172587,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),1jQyMyCGAA8ayimLLFHTeY,Mute,0.561,0.84,10,-5.102,1,0.0299,6.57e-05,0.0198,0.112,0.424,97.925,200013,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),1R6bFivzNw1wNvbhyioCqq,I Am,0.541,0.952,5,-3.807,1,0.0383,2.8e-05,0.0002,0.11,0.671,106.92,229307,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),0ZtBBsLg32RPyyVg8kDyQ7,Follow,0.591,0.952,4,-4.289,1,0.0905,0.000585,0.000288,0.32,0.593,113.918,200853,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),2hhJKC2GMc4uRmuvCs1Hsv,Told You So,0.565,0.935,1,-4.553,1,0.0759,9.86e-05,8.58e-05,0.0973,0.487,117.951,186040,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),1b8uT6iz1Ix1twZbkeEJd3,Sermon,0.52,0.861,5,-5.479,1,0.0408,5.11e-05,0.00235,0.134,0.414,105.91,259373,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),5YQEKFF3BeZN9vQ909MmR1,Sermon - Demo,0.305,0.902,5,-6.592,1,0.0787,8.49e-05,0.207,0.309,0.41,98.209,430973,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),18wBLOwXUZEdmMDYAxjpTE,You Made Me - Demo,0.327,0.902,1,-6.256,1,0.141,1.83e-06,0.289,0.147,0.286,138.319,241547,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),3Hcx3BJPGdM8ioTjGYv7Fh,Care Not - Demo,0.234,0.966,10,-6.287,1,0.125,7.1e-06,0.193,0.112,0.153,145.442,512613,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),3XBjb4TaWdBNYX0G6xsPOz,Mask - Demo,0.283,0.949,5,-5.396,1,0.119,5.35e-06,0.00355,0.0624,0.143,136.826,366120,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),7MPqOOB9f9QnV1zFfOFbL4,Soul - Demo,0.253,0.874,2,-6.124,1,0.0868,2.43e-05,0.112,0.085,0.348,148.343,372413,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),5sh3zi0kdTBIWg6C1QOd7H,Break You - Demo,0.538,0.862,7,-6.221,1,0.0581,0.000105,0.0139,0.172,0.514,121.849,169160,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),7GBwsg2ANQVgovltUYGmGJ,Less Than Zero - Demo,0.332,0.866,5,-5.909,1,0.059,2.66e-06,0.584,0.0909,0.675,165.072,271520,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),4pZmZyliP1J0bri7pb5baI,Follow - Demo,0.423,0.934,10,-5.865,0,0.0555,2.16e-06,0.621,0.455,0.786,107.119,213760,4
74n5sNia8GcWvAeJ1z40Tb,13,Sinner (Unlucky 13th Anniversary Deluxe Edition),56mwTrUwQ0KObhE6CycTSP,Told You So - Demo,0.459,0.892,1,-6.98,1,0.0674,8.85e-06,0.162,0.0948,0.45,107.019,247027,4
1MW3txTS49ZGvyLi0fziLU,13,130 Mood : TRBL,4NqiiK63rKwYTwHpPhmC61,And You? (Outro),0.672,0.555,10,-7.677,1,0.0421,0.177,0.00168,0.253,0.438,94.057,133287,4
1MW3txTS49ZGvyLi0fziLU,13,130 Mood : TRBL,2p980qlVXYLh3HdHusbhfa,Pour Up,0.886,0.493,5,-5.584,0,0.058,0.105,0,0.104,0.792,126.977,211972,4
1MW3txTS49ZGvyLi0fziLU,13,130 Mood : TRBL,6IFpwncCkKrXHyP0RuG9r6,Bonnie & Clyde,0.636,0.659,3,-5.845,0,0.0898,0.398,3.49e-06,0.655,0.429,94.95,224606,4
1MW3txTS49ZGvyLi0fziLU,13,130 Mood : TRBL,6GS3lnAVy5w6AHWEKYzYeS,What 2 Do,0.629,0.536,5,-5.834,0,0.0338,0.206,0,0.329,0.547,95.137,224099,4
1MW3txTS49ZGvyLi0fziLU,13,130 Mood : TRBL,3uA8SjMyDtwtt0jLPMQbVD,D (Half Moon),0.514,0.764,7,-5.161,1,0.134,0.234,0,0.0576,0.48,169.836,229360,4
1MW3txTS49ZGvyLi0fziLU,13,130 Mood : TRBL,6CBA5xTE7Z4cyA9rzlhFdA,I Love It,0.61,0.743,0,-3.851,1,0.0492,0.024,0,0.321,0.284,125.817,216560,4
1MW3txTS49ZGvyLi0fziLU,13,130 Mood : TRBL,2jiI8bNSDu7UxTtDCOqh3L,21,0.68,0.724,6,-5.633,0,0.133,0.163,0,0.349,0.57,109.974,207130,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),1Lf29SnvyT8DVypskI2KAO,A State Of Trance (ASOT 797) - Intro,0.326,0.854,11,-6.781,0,0.222,0.0473,0,0.888,0.233,130.855,64219,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),2nXlZMIZqUfnrUIiQxhSTm,Rave & Party (ASOT 797),0.565,0.796,7,-10.557,1,0.0546,0.00593,0.4,0.12,0.0722,137.827,231308,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),26Dt4aj4wcbTgh0RqbCkSi,A State Of Trance (ASOT 797) - Coming Up,0.625,0.874,7,-7.63,1,0.354,0.054,0,0.76,0.485,34.254,41723,3
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),7vjsG19sim5xtW0wvya2bv,The Mind (ASOT 797),0.352,0.878,7,-9.379,1,0.0834,0.000701,0.0404,0.166,0.204,137.61,212195,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),3uzGF1X2ylIqNLDqi3XIB9,Spells (ASOT 797) - Attila Syah Remix,0.508,0.947,7,-9.816,0,0.0974,6.82e-05,0.932,0.147,0.204,137.976,222617,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),3o6aIYEfna5YV9okF2MXyP,316 (ASOT 797),0.385,0.786,7,-12.482,0,0.042,0.00156,0.834,0.416,0.0875,138.017,85203,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),0i5xPyu02jaR6Lfy4dOkr2,The Energy Lab (ASOT 797),0.638,0.791,2,-10.592,1,0.107,9.74e-05,0.713,0.311,0.169,137.938,83479,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),37jjlaPpdghPqOI3QL9Hne,Silent Cartographer (ASOT 797),0.573,0.903,1,-8.74,0,0.0786,0.000431,0.0855,0.161,0.567,138.017,62607,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),1Ynhn7cWJpiI947ESXvgXy,Shelter (ASOT 797),0.247,0.416,6,-11.865,1,0.033,0.387,9.66e-05,0.523,0.271,137.487,90436,3
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),71YtcwhUgmBvKx3jpVRyQd,Endless Wave (ASOT 797) - UCast Remix,0.406,0.949,2,-8.33,1,0.056,0.000115,0.0232,0.302,0.155,137.975,111354,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),3wZSf2UZ37Ec3Rk7Fu5nAw,Start Over (ASOT 797) - Receptive & New World Remix,0.378,0.856,6,-11.839,1,0.0843,0.000361,0.0126,0.355,0.0829,138.033,243430,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),1KaqZBi3XlXb9V1M0gSYqg,A State Of Trance (ASOT 797) - Winners 'A State Of Trance Year Mix 2016' Contest,0.51,0.992,1,-8.093,1,0.0851,0.001,0.000314,0.409,0.471,137.953,55652,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),5HKbCuO1x9jLkAsVlwmazS,Beggar In Your Own Kingdom (ASOT 797),0.187,0.966,6,-10.124,0,0.0803,7.31e-05,0.88,0.187,0.035,137.972,292160,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),6VyvuatMHCJVGYxbeVrmYt,Communication (ASOT 797) - David Gravell Remix,0.427,0.772,6,-13.031,0,0.0528,0.0111,0.969,0.214,0.0793,138.009,125227,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),4wcsTnONkaLYZhHJcRS5Ul,Exalted (ASOT 797),0.423,0.99,5,-11.231,1,0.0988,0.000604,0.94,0.474,0.148,138.01,222609,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),6kt08qKZBRp3y8giYv3DoZ,"A State Of Trance (ASOT 797) - A State Of Trance Stage, UMF",0.405,0.955,1,-7.838,1,0.219,0.0146,5.54e-06,0.714,0.506,139.077,69570,3
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),3HHqaw3scZDuAKIdfU7sjI,Summer Blush (ASOT 797) - F.G. Noise Bootleg,0.394,0.98,0,-10.685,1,0.0958,0.00164,0.921,0.233,0.0695,138.013,226086,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),0y3yFg1O1OhQh3CUryppCc,Tears (ASOT 797),0.425,0.895,0,-10.271,1,0.0549,0.000669,0.77,0.611,0.0562,137.996,264344,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),2RYyPOM063byXjBgxWAXtg,Miro (ASOT 797),0.39,0.891,5,-9.39,1,0.0553,0.000281,0.319,0.649,0.0709,137.988,250438,4
57bfCFzrv7MgiUhpe9oVo8,13,A State Of Trance Episode 797 (Who's Afraid Of 138?! Special),08vOrc4cj3wUD9YGtt9KDh,1990 (ASOT 797),0.443,0.846,8,-12.398,1,0.045,0.00464,0.949,0.46,0.15,137.975,166953,4
3dM9CsNzXCIf5yPRFwlcvF,13,13 Voices,1ywNcqWTozVoMucOpkrjNZ,A Murder of Crows,0.261,0.831,8,-7.819,1,0.0604,0.000194,0.00971,0.255,0.136,141.31,184039,4
3dM9CsNzXCIf5yPRFwlcvF,13,13 Voices,1WXKBNlQstOm9sCqpHPB3f,Goddamn I'm Dead Again,0.362,0.984,8,-3.439,1,0.123,6.15e-05,0.132,0.341,0.309,177.976,202071,4
3dM9CsNzXCIf5yPRFwlcvF,13,13 Voices,5dcHKKPLXJJVE4HcVefdOI,Fake My Own Death,0.304,0.955,0,-3.701,1,0.118,0.000195,0.00343,0.181,0.192,109.623,194590,4
3dM9CsNzXCIf5yPRFwlcvF,13,13 Voices,1ijfXmenqXnS37PioJBvjp,Breaking The Chain,0.553,0.93,9,-3.323,1,0.0588,0.00034,0.0582,0.0673,0.543,123.201,243099,4
3dM9CsNzXCIf5yPRFwlcvF,13,13 Voices,2Ffof1f2gKzre8fjFBzHe8,There Will Be Blood,0.494,0.958,6,-4.352,0,0.0545,0.000141,0.0458,0.468,0.46,141.996,209575,4
3dM9CsNzXCIf5yPRFwlcvF,13,13 Voices,2730j592jE4F4zHE9rebGZ,13 Voices,0.178,0.91,4,-4.888,0,0.0514,2.12e-05,0.0631,0.0512,0.366,187.699,272277,4
3dM9CsNzXCIf5yPRFwlcvF,13,13 Voices,4lUHxbFilSwlkl52me8x1W,War,0.391,0.899,1,-4.105,1,0.0491,0.000811,0,0.313,0.533,175.937,209667,4
3dM9CsNzXCIf5yPRFwlcvF,13,13 Voices,7LDO74aCpgeW9a95bBBwOx,God Save Us All (Death to POP),0.52,0.943,0,-4.318,1,0.0973,0.000279,0.0351,0.135,0.562,134.948,233337,4
3dM9CsNzXCIf5yPRFwlcvF,13,13 Voices,6B26jOcarRqsK0o17VzwXC,The Fall And The Rise,0.429,0.978,6,-4.039,0,0.0786,0.000242,0.00471,0.225,0.55,166.027,189880,4
3dM9CsNzXCIf5yPRFwlcvF,13,13 Voices,2ym7V4V42KWJ6VbdYZGj8V,Twisted By Design,0.349,0.914,4,-5.249,0,0.0824,0.000392,7.26e-05,0.133,0.19,136.48,328986,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),2xzD0VXNxvv9oiRwvqElZw,Cabe-c-o,0.726,0.734,11,-5.807,0,0.275,0.443,0,0.127,0.777,91.983,214800,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),6e86ZPMiOcQxE8TAC9TBFH,Suave,0.767,0.555,1,-6.912,0,0.325,0.021,0,0.0745,0.74,92.14,214560,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),7uFF1xvJOLUP8q3dbQS6i6,La Aguacatona,0.647,0.812,10,-6.784,0,0.428,0.0627,0,0.306,0.906,189.812,241533,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),3SXo6PO3z3C0laMLCK9T7h,Se Vale To-To,0.699,0.757,10,-6.135,0,0.0588,0.00449,4.04e-06,0.0769,0.396,175.939,230240,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),2tgUQg3CpJt4hJymyp4GMj,Intel-lú-Ayala,0.778,0.308,8,-12.26,1,0.477,0.665,0,0.123,0.926,85.505,30133,3
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),7sidjeMGM7fzqUkqoT1b4F,Tengo Hambre,0.723,0.742,1,-4.455,0,0.16,0.0648,1.89e-06,0.0601,0.729,87.922,245067,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),0A5K6JjhgWLi8CsNdNP12Q,La Hormiga Brava,0.818,0.766,9,-7.152,1,0.161,0.0204,0,0.254,0.916,90.019,226107,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),4mcTEN3ZzBR7GO2Lfj8UAj,La Jirafa,0.686,0.594,5,-8.947,1,0.199,0.0509,4.7e-05,0.118,0.787,92.909,194533,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),09MILPw7NKgh7nHFRoCWXl,Intel-lú la comermierda,0.766,0.115,11,-13.834,0,0.299,0.932,0,0.217,0.871,60.983,24760,3
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),1q8NdCAQ9QUjpYiqzdd3mv,Atrévete-Te-Te,0.829,0.878,9,-5.951,1,0.101,0.0959,0,0.776,0.884,87.991,239307,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),5mVXwBRKC3M2ejXaw7z5gs,Pi-di-di-di,0.826,0.698,10,-6.157,0,0.404,0.0795,0,0.0751,0.621,94.986,253533,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),3bnf9faSHFi2NuwFU85TlI,Vamo Animal,0.759,0.847,2,-6.7,1,0.106,0.0251,0,0.0774,0.899,93.946,205600,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),5pdmnXCXV0nqxAXQqSQmKQ,Eléctrico,0.811,0.479,4,-7.409,0,0.214,0.123,0,0.0838,0.68,89.819,199933,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),4cN1PhHsmkPvQ7RtG1VOPy,Sin Coro,0.673,0.8,9,-6.275,1,0.299,0.0766,0,0.0489,0.542,163.931,228733,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),3REzMySF9cUxp4FbCzQVbU,La Tripleta,0.827,0.591,11,-6.865,1,0.272,0.0339,0,0.228,0.468,86.997,201067,4
5pmuwmV2OcuiTX7kNczQ16,13,Calle 13 (Explicit Version),2qpbcsb8HqQ4TmLIOwC9QW,La Madre De Los Enanos,0.724,0.725,10,-8.124,0,0.355,0.252,0,0.339,0.875,90.605,241427,4
