album_id,wikipedia_album_name,spotify_album_name,track_id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1NGztXeDrTbqsPwYpoYiPb,About Face,About Face,4JP7dgTc4SwllOM98u4wDP,Murder,0.226,0.565,0,-10.931,1,0.0509,0.225,0.00351,0.13,0.3,173.556,299373,3
1NGztXeDrTbqsPwYpoYiPb,About Face,About Face,41QddPKXLaq6hdVmTM34dh,Love On the Air,0.564,0.446,9,-11.378,1,0.0315,0.238,8.6e-06,0.0627,0.271,108.231,260267,4
1NGztXeDrTbqsPwYpoYiPb,About Face,About Face,0jn4nZA7te79ZebfJwTzGd,Blue Light,0.603,0.926,9,-9.27,1,0.0494,0.108,0.0831,0.36,0.62,123.888,275827,4
1NGztXeDrTbqsPwYpoYiPb,About Face,About Face,2bOZ6oCTs07JuwqJhbDhSm,Out of the Blue,0.408,0.184,10,-13.218,1,0.0325,0.666,4.36e-06,0.139,0.153,137.575,217587,3
1NGztXeDrTbqsPwYpoYiPb,About Face,About Face,4ve3TUq9TXHZzdpAcBSehG,All Lovers Are Deranged,0.559,0.863,9,-7.996,1,0.0512,0.206,0.00141,0.317,0.398,122.466,195280,4
1NGztXeDrTbqsPwYpoYiPb,About Face,About Face,3EVROpjv7vDh7q1RoaUSMB,You Know I'm Right,0.542,0.582,0,-10.439,1,0.0291,0.135,0.000554,0.527,0.397,110.573,305853,4
1NGztXeDrTbqsPwYpoYiPb,About Face,About Face,2WbzJnGCRaFYVPaSHynVyJ,Cruise,0.622,0.382,0,-14.389,1,0.0285,0.109,0.00244,0.0921,0.502,84.88,279920,4
1NGztXeDrTbqsPwYpoYiPb,About Face,About Face,7FBXCXbdaawHRGpnEFHNcV,Let's Get Metaphysical,0.0972,0.264,8,-13.41,1,0.0367,0.913,0.896,0.142,0.0478,46.576,249413,3
1NGztXeDrTbqsPwYpoYiPb,About Face,About Face,6MU15zZD7oLjWabzapNPHi,Near The End,0.451,0.28,11,-11.629,0,0.028,0.597,0.026,0.191,0.211,160.479,350787,3
0nw5eF5yRYZDQODeLbpyx2,About Face,About Face,5WJK5CBRHy1JHGbIoj8DnJ,About Face,0.413,0.689,9,-6.681,0,0.0472,0.00327,4.12e-05,0.128,0.355,89.503,297333,4
39VvDz0xlkHm75pqL5X42m,About Face,All About The Face,6kIQQ1YVQfGj2v39NwFukq,All About The Face,0.93,0.827,4,-6.803,1,0.117,0.438,0,0.0717,0.965,133.043,220391,4
4Ii28zeauZTbxQnLCvH33h,About Face,Dream About My Face,1cQEARx5nHUUiMP7veTA21,Dream About My Face,0.362,0.746,4,-5.793,1,0.183,0.558,0.000138,0.664,0.395,87.71,206769,5
1l2y1Y9JAyFzUSLCHyzVXx,About Face,About Face,6s0EozbCrTqWG8GM5A3wZ4,Morska Villa,0.532,0.622,0,-10.604,1,0.0468,0.204,0.00974,0.933,0.512,117.225,223280,5
1l2y1Y9JAyFzUSLCHyzVXx,About Face,About Face,2IxsgTQsILmXFpx2zi6kQ2,Circle of Life,0.64,0.344,0,-12.687,1,0.036,0.163,0.635,0.083,0.617,108.031,261720,4
1l2y1Y9JAyFzUSLCHyzVXx,About Face,About Face,6Ipinwe8KywGXBBuK9wc90,Signs and Portents,0.675,0.512,2,-11.258,1,0.0432,0.457,0.019,0.0562,0.233,94.924,215200,4
1l2y1Y9JAyFzUSLCHyzVXx,About Face,About Face,1CryotKfhQShQuiG3JSImt,Coming Home,0.591,0.452,10,-12.662,1,0.046,0.391,0.181,0.436,0.774,91.975,285067,4
1l2y1Y9JAyFzUSLCHyzVXx,About Face,About Face,56DLWmkf7lqC7hyywugD6f,Ouranias Song,0.377,0.214,2,-14.041,0,0.0389,0.726,0.867,0.15,0.184,79.36,240707,4
1l2y1Y9JAyFzUSLCHyzVXx,About Face,About Face,1kmDD91szgtCs8jyVeDq5a,Ferry Ride,0.68,0.481,9,-10.477,0,0.036,0.654,0.144,0.118,0.162,115.12,206960,4
1l2y1Y9JAyFzUSLCHyzVXx,About Face,About Face,3OK5mxtdTv35Lqwex5rdXe,Ancestral Spirits,0.712,0.536,10,-12.718,1,0.0441,0.396,0.0198,0.0858,0.408,101.998,286133,4
1l2y1Y9JAyFzUSLCHyzVXx,About Face,About Face,4pWopfY9HFVEak3gMHOQKL,Harry's Playground,0.328,0.322,9,-12.468,0,0.031,0.795,0.753,0.696,0.176,143.798,244547,4
1l2y1Y9JAyFzUSLCHyzVXx,About Face,About Face,6V0mn419OXa7Vt8Vn3XYwN,Dingo,0.471,0.602,2,-14.522,1,0.0464,0.354,0.0223,0.328,0.358,118.998,251027,4
1l2y1Y9JAyFzUSLCHyzVXx,About Face,About Face,1I4z2wIrzD6ZxlgLOSmlsS,Same Thing,0.459,0.4,2,-10.071,0,0.0418,0.491,0.097,0.143,0.147,111.782,288653,4
1l2y1Y9JAyFzUSLCHyzVXx,About Face,About Face,5VrWCcz9fb6I0Mm4Kl5sMz,Crocodile Dreaming,0.541,0.286,7,-17.4,0,0.028,0.617,0.437,0.0865,0.104,103.004,381120,5
3DucUrIDOCIjMEKvDmiYCQ,About Face,About Face,5WXOVQU5TSaDmg8xKLwOjo,The Vanishing,0.645,0.606,7,-10.637,1,0.0289,0.54,0.145,0.113,0.858,95.534,263213,4
3DucUrIDOCIjMEKvDmiYCQ,About Face,About Face,3Okafb2FwhvsHeUv25Sydo,Two Black Crows,0.486,0.576,9,-9.933,1,0.0338,0.563,6.93e-06,0.0421,0.474,176.103,240947,4
3DucUrIDOCIjMEKvDmiYCQ,About Face,About Face,1dYieFdhWEMAKo2q00UwP8,Bartender,0.7,0.566,0,-7.483,1,0.0234,0.193,0,0.145,0.578,101.987,302880,4
3DucUrIDOCIjMEKvDmiYCQ,About Face,About Face,5HQPIHq8gueJlS0U7SmGh9,Song About Rage,0.572,0.745,0,-7.035,1,0.0248,0.116,4.39e-05,0.181,0.506,90.971,277667,4
3DucUrIDOCIjMEKvDmiYCQ,About Face,About Face,0KsZQO8pIebBkg1Q9tEqhT,Here in My Bed,0.64,0.332,9,-10.88,1,0.0275,0.809,0,0.0769,0.215,109.901,348627,3
3DucUrIDOCIjMEKvDmiYCQ,About Face,About Face,322HXSLVNqdPydMGikPdAM,Bully,0.745,0.829,11,-8.984,0,0.0282,0.439,0.013,0.0987,0.869,132.003,233360,4
3DucUrIDOCIjMEKvDmiYCQ,About Face,About Face,0i3Y5qMB1bFiMEY80VZ0so,Exit Wounds,0.575,0.55,9,-8.566,1,0.0236,0.419,1.36e-06,0.0773,0.464,151.543,348720,3
3DucUrIDOCIjMEKvDmiYCQ,About Face,About Face,6PMNi1c0TajemrE42dtyY4,Truth of the Moon,0.417,0.452,6,-9.718,0,0.0298,0.526,0.000261,0.242,0.279,176.417,290400,3
3DucUrIDOCIjMEKvDmiYCQ,About Face,About Face,6Auf19H5i9uGEjZH0avrNf,Long Way Home,0.552,0.705,2,-8.356,1,0.025,0.189,0.00298,0.597,0.603,102.991,292960,4
3DucUrIDOCIjMEKvDmiYCQ,About Face,About Face,7tcjyfAc3dxpYoeaEqpVaS,Outside My Head,0.609,0.365,7,-10.441,1,0.0244,0.463,4.17e-06,0.129,0.456,78.476,308080,4
6ydRxwdOOourpMxZWPvtlt,About Face,About Face,1y33h76bYPkN2SeOu4ew9g,Such A Crazy Girl,0.755,0.403,2,-9.822,1,0.172,0.486,4.05e-06,0.085,0.865,179.995,239867,4
6ydRxwdOOourpMxZWPvtlt,About Face,About Face,2sr8qHEvJWuzW8oVqDKYfS,Red Balloon,0.658,0.593,1,-9.034,0,0.0304,0.656,0.242,0.0802,0.852,111.337,202400,4
6ydRxwdOOourpMxZWPvtlt,About Face,About Face,7hUouk7b38oqZZqP5fsLhJ,What I Wouldn't Do,0.551,0.688,7,-8.387,1,0.0359,0.185,2.84e-05,0.275,0.661,120.026,227453,4
6ydRxwdOOourpMxZWPvtlt,About Face,About Face,2RMuci7P1TVcT9qzhdwDzZ,I Get No Reply,0.631,0.46,2,-11.655,1,0.0339,0.252,0.000428,0.101,0.606,85.007,273680,4
6ydRxwdOOourpMxZWPvtlt,About Face,About Face,1ebGLX9lT85DtH0j4H5d8n,The Money's All Gone,0.767,0.436,7,-9.853,1,0.0368,0.849,0.853,0.121,0.697,92.591,305173,4
6ydRxwdOOourpMxZWPvtlt,About Face,About Face,33NJqzrBvqett2XFttEoFL,Good Sweet Candy Man,0.712,0.748,7,-9.917,1,0.0677,0.797,0.638,0.325,0.624,99.989,185840,4
6ydRxwdOOourpMxZWPvtlt,About Face,About Face,3A3mf0JsuWdid4i0lru3gC,Small Talk,0.633,0.621,7,-8.639,1,0.0548,0.636,1.28e-05,0.0584,0.935,151.939,213173,4
6ydRxwdOOourpMxZWPvtlt,About Face,About Face,5PwimBHOHGa9KIcvPwfUxb,Potato Head,0.842,0.411,4,-7.758,0,0.0455,0.808,0.003,0.0433,0.363,117.981,139227,4
6ydRxwdOOourpMxZWPvtlt,About Face,About Face,1LNPb0lGExNaOuCnh8zlch,Nothing Is Less,0.767,0.337,4,-11.982,1,0.0331,0.917,0.267,0.0757,0.669,102.008,344787,4
6ydRxwdOOourpMxZWPvtlt,About Face,About Face,5CNES6V48ErybEXdxBixKm,Reprise,0.71,0.558,9,-9.44,1,0.0309,0.563,0.84,0.123,0.873,92.587,99280,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,4lRPK9ehX9BLwTWtwyuecf,Definition - Interlude,0.547,0.36,9,-13.614,0,0.208,0.925,0.106,0.146,0.559,97.151,38440,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,1NhtpqGmdi1vaSc4EBjRce,Voices,0.792,0.797,10,-4.317,0,0.273,0.158,0,0.296,0.662,100.007,145640,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,0Nt7CAkG2IJhyiX8WS3lX1,Surrender,0.779,0.771,8,-5.053,1,0.133,0.132,0,0.124,0.697,92.993,266080,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,7LmPnEARvFRaqPk986tnFS,What Life Is,0.688,0.92,10,-3.95,0,0.303,0.0373,0,0.0583,0.66,169.883,244387,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,3fkQi10L6WG1vjFxaAGkIr,Let's Live,0.856,0.704,0,-4.131,1,0.244,0.135,0,0.352,0.509,99.971,272867,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,2ySQ7jvCuBvORJCDe1fFhL,Get Yours,0.885,0.851,9,-4.236,1,0.0526,0.0945,0,0.35,0.854,110.044,203160,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,52eyoGkFeUhMZvgvVi7aND,Walk Around It,0.823,0.792,1,-5.877,1,0.234,0.0256,0,0.0758,0.788,99.992,251320,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,0mqhoH8SqTM4eNd0fiEU2a,This Music,0.735,0.801,10,-6.042,0,0.23,0.266,0,0.0916,0.734,84.964,272747,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,2QWvH9sVQ70ykXAOj1Xa5H,Living In Tomorrow,0.675,0.837,4,-3.873,0,0.183,0.0728,0,0.284,0.559,94.956,245160,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,5yNdIOekUJZV4m40D6VHSc,Insanity - Interlude,0.643,0.365,5,-15.371,0,0.214,0.85,1e-06,0.458,0.897,107.361,37760,3
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,7LZObHUcIU4K5jvau7HIEr,Here We Go,0.629,0.859,9,-3.719,1,0.145,0.0871,0,0.297,0.753,188.012,206147,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,4thMMF7sUvbDbDyCGqexuc,Doing Too Much,0.699,0.857,11,-4.997,0,0.239,0.00728,0,0.116,0.495,108.07,197773,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,48kef0QBUREXUOvd8FkVl4,Mavriks,0.71,0.785,1,-4.771,1,0.253,0.356,0,0.129,0.72,92.609,219947,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,1ws8i47jklsVdpby3azdPm,Dissent,0.677,0.819,4,-3.955,0,0.137,0.0558,0,0.177,0.753,180.012,240040,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,2O3n0eAB73V7H5zmR4o7CM,A Million Miles,0.83,0.882,5,-5.242,1,0.101,0.154,0.00848,0.124,0.601,99.985,217107,4
7zNDYUgtq1NrxYgItqtaJ3,About Face,About Face,4Dp4AhRJMgMu6eJ7ORSjyN,Supposition,0.465,0.531,7,-15.119,0,0.103,0.802,0,0.188,0.755,104.649,62213,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,3lU2tREw8tLqiDGhTqYfdA,About Face,0.726,0.89,2,-5.859,1,0.165,0.61,0,0.215,0.502,152.037,68000,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,22cqgMFz0BIBVOhd89LpIU,Go,0.764,0.956,4,-6.478,0,0.32,0.279,0,0.419,0.708,162.668,207200,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,1GaYfA5HTPp9w0JeuiAbpO,Suited Up,0.739,0.801,2,-5.092,1,0.37,0.359,0,0.122,0.619,142.565,233920,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,7hD5nj2v8eEAfziNTmdhCL,Grace,0.474,0.799,3,-4.468,0,0.367,0.133,0,0.371,0.572,90.061,203560,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,7HbImQ7QmVxBbDjpwzGo5R,Goin In,0.709,0.799,2,-5.355,1,0.0312,0.072,0,0.166,0.192,96.002,181987,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,5vVKZ2mVNaQ6sEYhM34RWt,No Place I'd Rather Be,0.703,0.703,10,-5.606,0,0.144,0.262,0,0.135,0.704,81.515,261213,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,3M1jPk9DRFv3RILrAbUeaN,We Gone Do It,0.714,0.684,2,-5.514,1,0.446,0.447,0,0.244,0.492,171.505,201587,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,6VZjHe14852zazO08ExN5n,Well Done,0.64,0.98,10,-5.766,0,0.409,0.158,0,0.227,0.649,169.979,248133,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,3dGGyPJPanUGPiGmtvcH5E,Breakin Free,0.807,0.813,1,-7.356,1,0.304,0.684,0,0.0745,0.92,150.098,234440,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,6Hw4hOGiYU4rxU11B0JW2c,Eyes of a Different Lens,0.606,0.916,10,-5.583,0,0.498,0.454,0,0.462,0.21,164.148,197613,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,2PpzsyiEvEWlFdfJmItNoD,Turn It Up,0.617,0.887,1,-6.509,0,0.12,0.163,0,0.914,0.666,147.109,224520,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,7Gsn9SbSIipleASfdpzT1H,Move On,0.734,0.712,8,-5.538,1,0.455,0.116,0,0.103,0.324,150.034,202533,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,5u4sl2kXsZEzJoqIGsvtwW,Fallin Away,0.584,0.647,7,-6.508,1,0.128,0.028,0,0.126,0.57,166.821,234440,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,0JpBYLKRghOYATVylVcT4v,Realities,0.468,0.658,1,-5.948,1,0.171,0.273,0,0.156,0.52,79.872,206067,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,1ONagoOJP7TpUPRgaO0oIC,Why I Do This,0.71,0.746,2,-7.038,0,0.331,0.605,0,0.467,0.392,80.014,216733,4
0CeyL69TYvj8Hp3DSQ68dh,About Face,About Face,66PMl04u3QdLyhReyC0Emk,Sex Slave,0.494,0.796,9,-5.41,1,0.0668,0.236,0,0.113,0.281,141.987,328107,4
38rWcpI6pxr8o34C9OVx9O,About Face,About face,3oNucAaE93aT0Vx4hwcPh3,About face,0.682,0.896,10,-10.867,0,0.0456,0.00138,0.894,0.149,0.363,127.018,313731,4
38rWcpI6pxr8o34C9OVx9O,About Face,About face,1WUySvpiqepIpcL3vHwaFr,Din,0.75,0.872,11,-8.04,0,0.0622,0.00109,0.871,0.19,0.147,127.041,328819,4
38rWcpI6pxr8o34C9OVx9O,About Face,About face,1rvIUgMgSSUQTdOjn6mrOo,Exude,0.691,0.857,4,-9.972,0,0.0484,0.0321,0.811,0.546,0.349,124.993,316800,4
38rWcpI6pxr8o34C9OVx9O,About Face,About face,5Hk9emT4Auk6Pck8TD4ba1,Starch,0.684,0.905,2,-7.471,0,0.103,0.0149,0.834,0.114,0.238,125.033,324480,4
38rWcpI6pxr8o34C9OVx9O,About Face,About face,3rIAI2E4CpZLX8BYIMIc3K,Think Tank,0.784,0.919,9,-8.17,0,0.0555,0.000539,0.113,0.225,0.537,126.993,307041,4
38rWcpI6pxr8o34C9OVx9O,About Face,About face,1ubbWulkKP8fRSQZbbz37R,Vigor,0.796,0.94,7,-8.489,1,0.0449,8.59e-05,0.943,0.378,0.472,130.013,339692,4
2MHmWFoaigzG166CAMBfWu,About Face,About Face,1yaXGk8Vl5t7gbH2MUmnYF,About Face - Original Mix,0.682,0.896,10,-10.867,0,0.0456,0.00138,0.894,0.149,0.363,127.018,313731,4
2MHmWFoaigzG166CAMBfWu,About Face,About Face,4413EyTEMVlC9tGXCq3Mfc,Din - Original Mix,0.75,0.872,11,-8.04,0,0.0622,0.00109,0.871,0.19,0.147,127.041,328819,4
2MHmWFoaigzG166CAMBfWu,About Face,About Face,6AWG09lAsgI22Fn1xhXCzC,Exude - Original Mix,0.691,0.857,4,-9.972,0,0.0484,0.0321,0.811,0.546,0.349,124.993,316800,4
2MHmWFoaigzG166CAMBfWu,About Face,About Face,04En7GywcTlhRWLJCghAw8,Starch - Original Mix,0.684,0.905,2,-7.471,0,0.103,0.0149,0.834,0.114,0.238,125.033,324480,4
2MHmWFoaigzG166CAMBfWu,About Face,About Face,09ez9I8EWNMcHhCJmpBvwr,Think Tank - Original Mix,0.784,0.919,9,-8.17,0,0.0555,0.000539,0.113,0.225,0.537,126.993,307041,4
2MHmWFoaigzG166CAMBfWu,About Face,About Face,4MGXg4kEXOn7R5qAy3uUcu,Vigor - Original Mix,0.796,0.94,7,-8.489,1,0.0449,8.59e-05,0.943,0.378,0.472,130.013,339692,4
5zenQPPAswvTOK7fkHcHa4,About Face,About Face,72Wg7phfgBZTwwo7I4vs7g,About Face,0.272,0.901,9,-3.964,0,0.103,0.651,0.941,0.494,0.242,101.581,494582,4
5zenQPPAswvTOK7fkHcHa4,About Face,About Face,6SrJCRZRAeFLRRNcwzUaZD,Fucking Ridiculous,0.326,0.789,7,-5.397,1,0.178,0.779,0.934,0.138,0.143,83.061,335172,4
1lA7QsSdIcpQbrOCPLSqUx,About Face,Think About It,77P472lpDHkD8AXHsx4F55,Think About It,0.459,0.24,0,-12.898,1,0.0343,0.484,0.000163,0.0744,0.169,132.006,273580,4
4DyJuPUR6JueEZ9qJnUiMT,About Face,About Face EP,338demaAxDlQz2GYzanaoj,About Face,0.807,0.668,1,-8.697,1,0.11,0.00058,0.489,0.091,0.331,97.985,247344,4
4DyJuPUR6JueEZ9qJnUiMT,About Face,About Face EP,1fVBpk9OQgrxotmjj0vxig,Gringo Dubz,0.821,0.562,7,-5.822,1,0.111,0.0332,0.48,0.0901,0.192,169.997,415752,4
0DWKo3p5bQSV3td2etejXJ,About Face,In Your Face & Other Songs About Other Faces,404ow9N74mDGPts0KMh7C2,Go,0.697,0.537,4,-7.827,0,0.0278,0.569,0,0.0667,0.445,120.062,211625,4
0DWKo3p5bQSV3td2etejXJ,About Face,In Your Face & Other Songs About Other Faces,5t1PG7AJH95VEgEepNKqIE,This City,0.632,0.74,0,-7.897,1,0.0372,0.48,9.43e-06,0.0882,0.766,154.905,243506,4
0DWKo3p5bQSV3td2etejXJ,About Face,In Your Face & Other Songs About Other Faces,5U4vBNpuqYyIDrwZ4Pn2o3,Ngayong Gabi,0.432,0.464,2,-9.033,1,0.0383,0.778,0.000388,0.0975,0.195,89.736,314629,4
0DWKo3p5bQSV3td2etejXJ,About Face,In Your Face & Other Songs About Other Faces,2VZRAu5stqSRJspYX5AZEZ,Tongue Tied,0.905,0.489,0,-9.613,0,0.0434,0.669,1.58e-06,0.0921,0.584,125.003,205170,4
0DWKo3p5bQSV3td2etejXJ,About Face,In Your Face & Other Songs About Other Faces,0Q1SEozwDTyuSB90IP2IIZ,In Your Face,0.658,0.734,5,-8.047,1,0.0277,0.249,0.0764,0.158,0.902,102.955,210441,4
0DWKo3p5bQSV3td2etejXJ,About Face,In Your Face & Other Songs About Other Faces,3PKZ9tI7W8CTF2MDN5HbCK,I Should've Left,0.712,0.426,3,-10.292,1,0.0265,0.401,0.00113,0.108,0.283,110.013,309753,4
0DWKo3p5bQSV3td2etejXJ,About Face,In Your Face & Other Songs About Other Faces,5vqLVqleQpUXtNo4RS1x9f,Liwanag,0.631,0.263,9,-9.777,0,0.0307,0.984,0.0988,0.123,0.148,142.953,225673,3
1ThVhfXoEWw7jmmBpueBeU,About Face,About Face - a Worship EP,4z2xwzEVMslEAYKUVSoWha,Great and Mighty One,0.517,0.719,8,-5.239,1,0.0303,0.0033,3.69e-05,0.0906,0.209,107.09,292080,4
1ThVhfXoEWw7jmmBpueBeU,About Face,About Face - a Worship EP,3CWh6lUFTrbpqDa1puhzvn,Glory to You,0.583,0.575,9,-7.667,1,0.0246,0.00373,0.000124,0.127,0.42,95.997,232467,4
1ThVhfXoEWw7jmmBpueBeU,About Face,About Face - a Worship EP,50RrxSWnFdqaM0jk6Zg08I,Restore to Me,0.33,0.443,1,-7.692,0,0.0278,0.11,2.22e-05,0.116,0.145,78.183,253480,1
1ThVhfXoEWw7jmmBpueBeU,About Face,About Face - a Worship EP,1kR06pe9awYNwjtiInZPHq,I Don't Belong to Anyone,0.661,0.857,4,-5.709,1,0.033,0.00605,2.78e-05,0.271,0.556,116.026,228840,4
1ThVhfXoEWw7jmmBpueBeU,About Face,About Face - a Worship EP,5XzNAiagCSAoPgl7Vwvoec,Come,0.45,0.41,4,-8.413,1,0.0303,0.719,0,0.0802,0.33,89.958,257200,4
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,0zYJbpeD9jAD4QmPNg25qy,We're All Going'a Sail,0.459,0.208,0,-19.776,0,0.0683,0.89,0.139,0.105,0.168,119.117,152339,3
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,1CHxEM0IDIdbwAD9tJt8DM,The Sounds,0.639,0.185,1,-17.557,1,0.245,0.76,8.19e-05,0.13,0.533,159.945,188298,4
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,6TBf84lfjvGyWcomnGca7f,Punk'n U,0.614,0.398,0,-14.534,1,0.0447,0.546,0.00926,0.109,0.235,79.877,181524,4
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,4UVriJOh1eOvQN77ld4NAl,In Philly Our Hood,0.659,0.241,0,-19.251,1,0.176,0.454,0.00178,0.0708,0.675,80.515,147835,3
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,3gAHSRhNZjkh3afQRgtaZU,Going'a Cheer 4 the Muff,0.584,0.166,2,-19.651,0,0.376,0.663,2.64e-06,0.288,0.382,160.0,148664,4
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,1C0RtW8KqwQFBlY1vpmieY,Swirly,0.616,0.124,0,-18.811,1,0.206,0.711,0.00123,0.113,0.208,179.896,175687,4
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,0dLAnPcEXdn3CE6j3GtiFn,Space'n the World,0.441,0.346,8,-15.159,0,0.0893,0.404,0.000446,0.175,0.262,160.073,177489,4
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,2vVIMWd7gs3BJuMpB9qlvX,Jazz Brat,0.536,0.151,7,-19.54,1,0.291,0.879,0,0.258,0.572,161.559,121496,3
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,3qIfzHeZVCdUZ4Ws68nAP0,Creature from the Feature,0.408,0.262,0,-19.857,1,0.165,0.839,0.13,0.112,0.331,159.706,126757,3
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,1Tn4nYHldvvFdBv7yjAt6R,U Robbed Them Smooth,0.576,0.185,0,-16.459,1,0.1,0.821,0.000494,0.0876,0.324,103.513,138755,4
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,4lzBzb3fV4U061Hq0F7eAs,My New Miss Smooth,0.615,0.187,0,-16.863,1,0.367,0.284,0.394,0.111,0.366,158.338,172084,4
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,3reNk7y9vYCVimywchF8wh,Run in With Baby,0.651,0.294,2,-16.644,1,0.141,0.18,0.471,0.159,0.25,159.826,184947,4
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,4IUiCDQHbgyKkQVVqIZPOF,In Concert,0.569,0.25,0,-19.094,1,0.0506,0.424,0.00948,0.112,0.202,79.843,150033,4
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,2959b2MQsu0f4kLmswBMhq,U're Threads,0.654,0.303,0,-17.597,1,0.228,0.756,0.0471,0.111,0.101,159.655,184154,3
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,4XNmBob5riXh3EP6oTGazw,B&W,0.603,0.287,0,-17.902,1,0.0442,0.461,0.00628,0.112,0.182,80.216,157383,4
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,1DD3Nuw4DG9JoHJyfnPQZS,Allowed in U're Spot,0.541,0.304,4,-17.617,0,0.218,0.792,0.000795,0.0895,0.374,109.19,141782,3
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,0GHq30T2TN60REbXDA6bOC,Lost U're Tune,0.374,0.342,8,-18.506,1,0.203,0.508,0.742,0.0718,0.607,158.623,128919,4
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,77AstVAp5dAP1cDqhAKgk5,Riff'n,0.399,0.401,0,-16.289,1,0.0638,0.239,0.302,0.111,0.244,159.818,191216,3
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,3ZKpw7eDh8WsXiEFnOhRof,Were Cuss'n,0.398,0.474,0,-17.793,1,0.0393,0.735,0.117,0.111,0.274,90.35,229157,4
30K05AAof5kpyVgDhZ6ROu,About Face,Much to Do About Nothing,61QOPEHKhHW68KOWuiCok7,The Gang At Hoops,0.487,0.285,11,-16.651,0,0.288,0.0956,0.0775,0.111,0.113,160.175,132126,4
0BA1vwKKtEdPwzxUoKOdbL,About Face,The Songs the Piano Lied About,7Akb5TQMPT49bSgcXzFEHK,She'll Be the Coolest,0.504,0.13,8,-22.894,0,0.315,0.134,0.0507,0.22,0.371,181.87,108705,3
0BA1vwKKtEdPwzxUoKOdbL,About Face,The Songs the Piano Lied About,1i3bH9nygUk68o1bbtQrgt,Say U Got the Best Luv,0.51,0.0723,0,-23.028,1,0.0601,0.0911,0.107,0.11,0.0657,159.459,243173,4
0BA1vwKKtEdPwzxUoKOdbL,About Face,The Songs the Piano Lied About,2X3qD704VMdzDbprPLp6ZZ,Dont B Messn Wit the Muggin,0.634,0.107,8,-22.969,1,0.285,0.529,0.013,0.104,0.266,119.816,194964,4
